9729830506.38151	49786417788.7357	225320327627.704	1091155160455.81
25809248624.4415	102664050103.621	236946905365.499	1072459213903.26
41959433929.6101	157401018920.172	247743041679.23	1039361580090.93
58956441968.2467	212572404858.847	260869756982.29	993797759138.097
75802418634.9113	266943032414.268	278473545562.316	934529847541.925
105087521021.291	318911232000.07	307212928289.47	854492469431.893
136403710047.187	367293427795.434	333696006047.652	751036643117.685
183719684880.304	410395371601.279	368270728535.807	617726056987.716
